"CODIGOCONTRATO","NOMBRE_TIPOREGISTRO","CODIGO_ESPECIALIDAD","NOMBRE_ESPECIALIDAD","CODIGO_CATEGORIA","NOMBRE_CATEGORIA"
223522,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
223678,"Consultor","3.2.","Geologia, Prospecciones y Geofisica","3era","Tercera"
224146,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
224146,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","B","B"
224064,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
224064,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A","A"
224064,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","A","A"
224161,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
224400,"Consultor","3.7.","Estudios Hidrologicos, Hidrogeologicos y Meteorologicos","3era","Tercera"
224402,"Consultor","3.7.","Estudios Hidrologicos, Hidrogeologicos y Meteorologicos","3era","Tercera"
220884,"Contratista O. Menores","10 O.M.","Sondaje y Prospecciones","A","A"
226778,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A a S","A Superior"
222233,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","1era","Primera"
182272,"Contratista O. Mayores","6 O.C.","Obras de Arquitectura","2da","Segunda"
179940,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
172615,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
172615,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A","A"
174092,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
172443,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","1era","Primera"
172443,"Contratista O. Mayores","3 O.C.","Pavimentos","1era","Primera"
172631,"Contratista O. Menores","19 O.M.","Conservación Habitual de caminos y obras de regadío","B","B"
160543,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
172631,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","B","B"
160543,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
160543,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","A a S","A Superior"
164798,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A","A"
180403,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
180018,"Contratista O. Mayores","11 O.C.","Enrocados Marítimos","3era A","Tercera A"
180018,"Contratista O. Mayores","13 O.C.","Obras de Defensas Fluviales","3era A","Tercera A"
173160,"Contratista O. Mayores","13 O.C.","Obras de Defensas Fluviales","3era B","Tercera B"
164007,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
164007,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A","A"
180158,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
180158,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A a S","A Superior"
179715,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
179715,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","A","A"
173160,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
172607,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
172607,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
172608,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
172608,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
178528,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","1era","Primera"
178528,"Consultor","1.3.","De Sistemas de Transporte","1era","Primera"
178528,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1era","Primera"
171645,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
178532,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","1era","Primera"
178532,"Contratista O. Mayores","3 O.C.","Pavimentos","1era","Primera"
181159,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","2da","Segunda"
181159,"Consultor","1.3.","De Sistemas de Transporte","2da","Segunda"
179039,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
164798,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
164798,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A","A"
164798,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","A","A"
164798,"Contratista O. Menores","13 O.M.","Instalaciones Eléctricas","A","A"
164798,"Contratista O. Menores","14 O.M.","Montaje de Equipos Eléctricos","A","A"
179878,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A","A"
180205,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
180921,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
180921,"Contratista O. Menores","19 O.M.","Conservación Habitual de caminos y obras de regadío","B","B"
181479,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
171643,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
179034,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
181473,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
179878,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
179993,"Contratista O. Mayores","19 O.C.","Barreras de Seguridad y Elementos de Contención de Seguridad Vial","2da","Segunda"
172197,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
172577,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era B","Tercera B"
172577,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
172577,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
172577,"Contratista O. Mayores","10 O.C.","Fundaciones","2da","Segunda"
172577,"Contratista O. Mayores","15 O.C.","Puentes y Cruces Desnivelados","2da","Segunda"
172697,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","1a S","Primera Superior"
172697,"Consultor","1.3.","De Sistemas de Transporte","1a S","Primera Superior"
172697,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1a S","Primera Superior"
181051,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
173122,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era B","Tercera B"
172307,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
173122,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
173122,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era A","Tercera A"
172307,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
172457,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
181787,"Consultor","4.8.","Obras Sanitarias","3era","Tercera"
181913,"Sin Registro","0","Sin Especialidad","no existe","no existe"
181789,"Consultor","4.8.","Obras Sanitarias","3era","Tercera"
172100,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
173157,"Consultor","4.3.","Obras Hidraulicas y de Riego","1era","Primera"
173157,"Consultor","9.1.","Estudios de Impacto Ambiental (E.I.A.)","3era","Tercera"
181907,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
171132,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era A","Tercera A"
171788,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
171788,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
176133,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
176133,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","B","B"
178383,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
170094,"Contratista O. Menores","20 O.M.","Hormigón Marítimo","A a S","A Superior"
175855,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
175855,"Contratista O. Menores","3 O.M.","Bases y Sub-Bases","A","A"
177025,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
177024,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
174470,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
174470,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era B","Tercera B"
178709,"Contratista O. Menores","10 O.M.","Sondaje y Prospecciones","B","B"
172019,"Contratista O. Mayores","18 O.C.","Señalización Horizontal de Seguridad Vial","3","Tercera"
171671,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
175847,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
172641,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
179175,"Contratista O. Menores","16 O.M.","Montaje de Equipos Mecánicos","A a S","A Superior"
172312,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
172312,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era A","Tercera A"
171624,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
179175,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
179362,"Sin Registro","0","Sin Especialidad","no existe","no existe"
181119,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","B","B"
177089,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
172874,"Contratista O. Mayores","17 O.C.","Señalización Vertical de Seguridad Vial","3era A","Tercera A"
172874,"Contratista O. Mayores","18 O.C.","Señalización Horizontal de Seguridad Vial","3era A","Tercera A"
172874,"Contratista O. Mayores","19 O.C.","Barreras de Seguridad y Elementos de Contención de Seguridad Vial","3era A","Tercera A"
172455,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
172455,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
172159,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
176567,"Sin Registro","0","Sin Especialidad","no existe","no existe"
172304,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
179756,"Sin Registro","0","Sin Especialidad","no existe","no existe"
172304,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
172217,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
172217,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","2da","Segunda"
172217,"Contratista O. Mayores","10 O.C.","Fundaciones","3era A","Tercera A"
172217,"Contratista O. Mayores","15 O.C.","Puentes y Cruces Desnivelados","2da","Segunda"
172612,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
176269,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
176269,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
172272,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","1a S","Primera Superior"
172272,"Consultor","1.3.","De Sistemas de Transporte","1a S","Primera Superior"
172272,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1a S","Primera Superior"
171826,"Contratista O. Menores","9 O.M.","Obras de Arquitectura","A","A"
179718,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
177053,"Contratista O. Mayores","18 O.C.","Señalización Horizontal de Seguridad Vial","3era A","Tercera A"
175259,"Contratista O. Mayores","11 O.C.","Enrocados Marítimos","3era A","Tercera A"
175259,"Contratista O. Mayores","13 O.C.","Obras de Defensas Fluviales","3era A","Tercera A"
176956,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
172868,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era A","Tercera A"
172868,"Contratista O. Mayores","6 O.C.","Obras de Arquitectura","3era A","Tercera A"
172868,"Contratista O. Mayores","17 O.C.","Señalización Vertical de Seguridad Vial","2da","Segunda"
176205,"Contratista O. Menores","18 O.M.","Seguridad Vial","A a S","A Superior"
172111,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
176906,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era B","Tercera B"
177174,"Contratista O. Menores","18 O.M.","Seguridad Vial","A a S","A Superior"
171719,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era B","Tercera B"
171719,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
172520,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
177121,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
163859,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","2da","Segunda"
163859,"Contratista O. Mayores","6 O.C.","Obras de Arquitectura","2da","Segunda"
172520,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
201906,"Contratista O. Mayores","3 O.C.","Pavimentos","1era","Primera"
206022,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
200620,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
200548,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
200548,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
200620,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","B","B"
203156,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
203156,"Contratista O. Menores","5 O.M.","Pavimentos","A a S","A Superior"
203488,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
204397,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
204397,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
204946,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
204946,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
205618,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
205618,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
204149,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
186349,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","1era","Primera"
186349,"Consultor","1.3.","De Sistemas de Transporte","1era","Primera"
186349,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1a S","Primera Superior"
199802,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
186150,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","1era","Primera"
199664,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
199664,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era B","Tercera B"
204086,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
204086,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era B","Tercera B"
207712,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","1era","Primera"
207712,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","1era","Primera"
207712,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
203650,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
203650,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era B","Tercera B"
207817,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","A","A"
203771,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
208111,"Contratista O. Menores","11 O.M.","Obras Bajo Agua","A a S","A Superior"
208113,"Contratista O. Menores","11 O.M.","Obras Bajo Agua","A a S","A Superior"
205764,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
186150,"Contratista O. Mayores","3 O.C.","Pavimentos","1era","Primera"
208258,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
208258,"Contratista O. Menores","14 O.M.","Montaje de Equipos Eléctricos","B","B"
198731,"Contratista O. Menores","3 O.M.","Bases y Sub-Bases","A","A"
208005,"Contratista O. Menores","11 O.M.","Obras Bajo Agua","A a S","A Superior"
199571,"Contratista O. Mayores","3 O.C.","Pavimentos","1era","Primera"
204626,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
204626,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
204322,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
207812,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
207815,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
207735,"Contratista O. Menores","5 O.M.","Pavimentos","A","A"
200974,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","1a S","Primera Superior"
200974,"Consultor","1.3.","De Sistemas de Transporte","1a S","Primera Superior"
200974,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1a S","Primera Superior"
